,570_T2,571_T2,572_T2,573_T2,574_T2,575_T2,576_T2,577_T2,578_T2,580_T2,581_T2,582_T2,583_T2,584_T2,585_T2,586_T2,588_T2,589_T2,590_T2,591_T2,592_T2,593_T2,594_T2,595_T2,596_T2,597_T2,598_T2,599_T2,600_T2,601_T2,602_T2,603_T2,570_T5,571_T5,572_T5,573_T5,574_T5,575_T5,576_T5,577_T5,578_T5,580_T5,581_T5,582_T5,583_T5,584_T5,585_T5,586_T5,588_T5,589_T5,590_T5,591_T5,592_T5,593_T5,594_T5,595_T5,596_T5,597_T5,598_T5,599_T5,600_T5,601_T5,602_T5,603_T5
s_Roseburia_intestinalis,3.337474403,4.445039719,3.896154215,3.820490073,2.798179249,3.959097547,3.581028008,4.611149969,4.197528596,4.558693486,4.825159638,4.476217425,3.145139819,3.90324232,4.448497448,3.17616066,3.769756396,3.925984963,4.221274744,4.043570992,2.988753218,3.392199934,2.687785064,2.739331614,3.305127135,3.907650811,3.044153809,4.926682146,3.098128522,4.003052088,3.141342739,3.023217966,3.817795505,4.310391939,4.26350691,3.434918095,3.639046755,3.582932567,3.707847549,4.442833844,3.702070017,3.429273149,3.900628037,3.996089095,3.253263598,3.543661161,4.864099338,3.387488889,3.425904742,3.767242919,4.053461357,4.130729969,2.892830927,3.018355933,3.028645243,4.420932642,3.518124826,3.120165795,3.389938606,3.308031121,3.371116756,4.087351636,3.268788097,3.890634417
s_Bacteroides_helcogenes,4.197984041,3.315691533,3.554099414,3.89653089,4.497965449,3.436180096,4.258743187,3.651438523,3.623934535,2.979422018,2.331935431,3.207083607,4.141350879,3.748488575,2.994612566,3.807392168,4.565375547,3.37227112,3.396407347,3.331384904,4.022344403,4.232843356,4.483256318,3.998977583,3.964200843,3.367935899,4.098660068,2.884189899,3.909691049,3.165041751,3.880483812,3.678171448,3.52249012,3.677948367,3.66456909,3.932912534,3.912501504,3.93102767,4.194470314,3.90915357,4.080226353,3.822060465,3.871872929,3.322081816,3.997713868,4.451539812,2.787588309,3.938681019,4.133819947,3.570838596,3.394798049,4.088697016,4.233218215,4.34051767,3.78325062,3.486588095,3.994642697,4.081718764,3.964264167,4.498795382,3.725226213,4.335306602,3.966668443,3.462987047
s_Tannerella_sp._oral_taxon_HOT-286,4.089672627,3.365357944,3.692213574,3.950243252,4.283216272,3.52833533,4.029505401,2.822446809,3.371863514,3.054606555,2.145596739,3.183656241,4.012295115,3.459612928,2.551271831,3.919745589,3.773257728,3.710191091,3.249116423,3.340254685,4.163918196,4.044908048,4.38301807,4.137195844,4.180293689,3.675134391,4.250093319,2.641736099,4.158160836,3.420921981,4.102283224,4.165951884,3.679328686,3.591984334,3.498175642,4.027707232,4.044445678,4.083285911,3.757954526,3.142175413,3.834983441,4.03565317,3.696766428,3.257614627,3.954299651,4.040320213,2.372201837,4.048291661,4.016507012,3.847275901,3.560411043,3.719971177,4.159829555,4.194779817,4.195005637,3.265248357,4.082663325,4.097781672,4.159950222,4.06951252,4.006587394,3.569792614,4.197702149,3.736722565
s_[Clostridium]_saccharolyticum,3.237901293,4.28850848,3.776266107,3.601028557,2.755971006,3.867484891,3.395503653,4.325247359,4.21448615,4.199883173,4.48778367,4.436407691,3.025107198,3.908409658,4.457075775,3.207080998,3.605784878,3.795194888,4.114941521,3.930704857,2.882833396,3.289743787,2.562566139,2.776305422,3.165784321,3.749436933,3.076718812,4.57853865,3.017365195,3.980537769,3.040009096,2.94321204,3.755475142,4.056437785,4.208475839,3.531027694,3.484181051,3.425674057,3.707680841,4.33980614,3.707212328,3.435107193,3.788164202,4.050626676,3.19245705,3.483513876,4.474114244,3.332274286,3.331598998,3.650091875,4.099063088,4.116531584,2.857554252,3.10110623,2.910930362,3.985173875,3.487756551,3.219708665,3.364740709,3.174892697,3.360128806,3.808965004,3.194024485,3.840873657
s_Porphyromonas_gingivalis,3.902595531,3.193791881,3.592030309,3.864135828,4.195281246,3.447214968,3.90452788,2.849172077,3.310096805,3.055121311,2.265276661,3.183414335,3.927744608,3.387263603,2.586813834,3.784079154,3.802953454,3.684639698,3.134842271,3.242169521,4.046773137,3.98888727,4.346232253,4.106957177,4.091391595,3.586191633,4.053090421,2.619051791,3.975642043,3.244683923,3.950435677,4.076257015,3.590859624,3.476238909,3.472882611,3.938779068,3.896729651,3.938261028,3.851176183,3.243710304,3.750140346,4.051064185,3.838985248,3.252390864,3.928679217,4.015322969,2.506740245,3.883200875,3.983111548,3.895391494,3.560093088,3.622853602,4.188645292,4.262328102,4.201410941,3.326617304,4.025138928,4.075431851,4.039268845,4.103040642,3.903406823,3.659477664,4.069423659,3.63739679
s_Oscillibacter_valericigenes,3.014188103,3.90902229,3.803058077,3.410998999,2.750707416,4.102776253,3.218790636,4.34342642,3.912175531,4.216855903,4.312545566,3.914812466,3.015102157,3.900694704,4.400214167,3.293990426,3.405756799,3.494177358,4.048068027,4.318928864,2.760925817,3.147987384,2.432078271,2.653076334,3.115208244,3.708089465,2.929849038,4.113508761,2.872900784,3.845555929,3.100948544,3.108543306,4.14083985,3.660954948,4.089635031,3.747701339,3.364030821,3.316808015,3.598757244,4.558139711,3.927507823,3.451006715,4.009950269,4.180640923,3.355540892,3.306204078,4.096157564,3.516434463,3.59045955,3.464714099,4.318869351,3.926195454,2.873053757,3.110658693,2.816325311,3.967100301,3.333741322,3.050515699,3.336427518,3.208181553,3.485007966,3.738669443,3.111291392,3.688787121
s_Burkholderia_cepacia_complex,3.945912565,3.506307991,3.613395958,3.797328967,3.979446941,3.590136217,3.832907522,3.23647035,3.514819496,3.363536442,3.03036365,3.498578203,3.837292232,3.471626653,3.400529626,3.783850129,3.666612526,3.578011067,3.389666922,3.522519321,3.876339707,3.8343086,4.067152687,3.850717085,3.909386553,3.617301267,3.936037602,3.144552161,3.916038795,3.527715143,3.890349347,3.832459689,3.623345905,3.629699931,3.694729294,3.809268883,3.828799368,3.827236011,3.728347762,3.537445945,3.715315244,3.756680429,3.658898583,3.488931897,3.764906083,3.812758451,3.103135781,3.88628086,3.754817439,3.712276177,3.58366352,3.66576402,3.854768965,3.826514273,3.921471253,3.389376095,3.778405871,3.840677867,3.893555191,3.81189074,3.78746788,3.621175671,3.872667996,3.6035034
s_Roseburia_hominis,3.156648596,4.20616204,3.649241652,3.554631782,2.694630251,3.76836327,3.195554829,4.535942113,4.05289936,4.403413874,4.679069302,4.225513163,2.939773988,3.663725923,4.260152878,2.945205943,3.618778033,3.687977988,3.82642121,3.815270856,2.76874995,3.216503952,2.487083379,2.451724495,3.108794442,3.652808456,2.901220467,4.834817475,2.817798651,3.824616815,2.941333299,2.82401747,3.620583533,4.084625418,4.123592812,3.213828045,3.45673314,3.344954351,3.621639014,4.178838963,3.511286089,3.281767407,3.665197519,3.834469374,2.974164312,3.458759716,4.762873912,3.189819384,3.203631012,3.591600236,3.868195837,3.988016671,2.653225387,2.773361617,2.817111607,4.121957155,3.411410986,2.883222998,3.214476786,3.224802863,3.185085605,3.964108841,3.09044776,3.718120194
s_Prevotella_denticola,3.981793233,3.208020638,3.495550747,3.761824841,4.127117813,3.314588182,4.021584436,2.873555904,3.205839227,2.828734665,2.302769895,3.084662756,3.844195377,3.461712666,2.498817229,3.844000817,3.676445536,3.54553715,3.187391459,3.242761317,4.004827476,3.924820549,4.195219129,4.055087932,4.003547795,3.507825223,4.055279473,2.605137153,3.982761687,3.274479611,4.015812565,3.930962395,3.592396347,3.455407781,3.319030482,3.833299837,3.919635468,3.914156243,3.69724815,3.0437659,3.743135182,3.783305641,3.562865451,3.075223599,3.911642246,3.886233654,2.574970862,3.927462477,3.844273735,3.702566712,3.414265915,3.576246217,4.045010433,4.060894725,4.088468084,3.387241926,3.982048809,4.037627861,4.000664367,4.002412108,3.94010819,3.633220248,4.016893903,3.59618024
s_[Eubacterium]_rectale,3.089373293,4.054651772,3.705513236,3.452584395,2.601449062,3.600032176,3.515048804,4.446276864,3.898778399,4.316461216,4.689755548,4.059319805,2.947266846,3.628121147,4.120289314,2.993895179,3.530325941,3.645116616,3.952380538,3.905271289,2.762189013,3.25985728,2.524388031,2.638135018,3.105479827,3.642401491,2.770656372,4.757206722,2.933237966,3.790266328,3.023317822,2.799809549,3.566316268,3.970034239,3.967747118,3.198435004,3.343804641,3.288357868,3.591854875,4.305487768,3.402669177,3.219459075,3.639760156,3.794321836,3.096581638,3.365472037,4.729690929,3.207856023,3.260991964,3.516072982,3.827975395,3.824186961,2.807109408,2.76661962,2.80627384,4.196403393,3.320379157,2.850542849,3.173190199,3.10893473,3.235240945,3.884554383,2.987989073,3.578463045
s_Prevotella_ruminicola,3.881321399,3.081318658,3.291477827,3.596055466,4.012544713,3.118444824,3.949838322,2.817994877,3.051815642,2.563634597,2.126969088,3.025628022,3.700154337,3.422730281,2.460230882,3.793915735,3.586890001,3.424768772,3.080870637,3.135564495,3.871593473,3.7086716,3.955201975,3.964706316,3.835208723,3.345009375,3.904482378,2.394473238,3.881243209,3.15357594,3.873172404,3.756339324,3.475234111,3.315727164,3.095531201,3.636279783,3.771897894,3.720412486,3.581269281,2.951815728,3.634599795,3.54250161,3.476751062,3.035747985,3.872944129,3.679744481,2.471363707,3.810491618,3.699110199,3.474702264,3.261475655,3.400673974,3.949381563,3.89784561,3.890404168,3.422230101,3.788308813,3.94594455,3.800188984,3.895504196,3.810225217,3.581721559,3.796844355,3.433127253
s_uncultured_murine_large_bowel_bacterium_BAC_54B,3.516366124,2.757048837,3.460746679,3.610388464,3.936362178,3.24005513,3.753752162,2.323825213,3.014408084,2.691894126,1.652685188,2.718045111,3.559001016,2.692883123,1.514363269,3.252843872,3.48890085,3.452593089,2.654299679,2.801627508,3.838861135,3.74138,4.316284327,3.830457739,3.811000567,3.420486074,3.820541474,2.214563913,3.540706456,2.776564964,3.515003135,3.860324849,3.250171893,3.131599598,3.303483225,3.602686033,3.535947113,3.598842232,3.671868783,2.909197846,3.304837594,3.833603217,3.445113653,2.805891748,3.689519587,3.768310348,2.097510427,3.480698963,3.728244195,3.902669089,3.456836261,3.465003186,3.77718659,4.125664994,4.198791701,3.089108044,3.883283858,3.733993247,3.993181284,3.909093954,3.647448786,3.505953084,3.860954519,3.423793385
s_Burkholderiales_bacterium_YL45,3.168384004,2.690734447,4.219588281,3.21664921,2.604970519,2.333777914,2.963633744,1.429412559,3.98282964,2.223763433,1.27353981,2.859269034,2.512036904,2.203020921,0.99104529,3.902231064,2.908496703,2.423920652,3.223409209,2.30867208,2.871015113,2.69605085,4.073521467,3.609275786,3.069614173,3.25486148,3.164565983,1.93872779,4.321395335,3.131742189,3.453212721,4.493073122,3.764489029,3.748148082,3.65406632,3.997063094,2.845349945,3.015319327,3.406289576,2.104934708,3.900352408,3.742246161,3.617649251,3.545309104,3.566094148,2.739700437,1.151431022,2.852002704,3.900452545,4.51574749,3.431121477,3.147595566,3.825186963,3.186381908,3.810562976,2.856855776,3.27076593,3.170293809,4.579008977,3.72771564,4.02347178,2.822079385,3.662598932,2.643240466
s_Pseudomonas_fluorescens_group,3.465472722,3.27314218,3.386811402,3.468765817,3.584179589,3.3589285,3.362080376,3.228200788,3.325653845,3.240597107,3.128730239,3.296671013,3.400159327,3.216725268,3.294823888,3.325392491,3.407003053,3.369198921,3.184354961,3.328328456,3.529981829,3.485794978,3.660651446,3.46058252,3.531121819,3.335118435,3.549774272,3.179988939,3.418784032,3.23809009,3.415464011,3.502021481,3.387123503,3.348627004,3.471318531,3.523854294,3.434228877,3.466428702,3.477814593,3.497874992,3.441847458,3.504966312,3.452768656,3.375083351,3.429352856,3.506467789,3.131280308,3.46676207,3.486463313,3.444957099,3.446487064,3.431392225,3.552727981,3.618957149,3.583315551,3.21289306,3.487248446,3.49630005,3.57726421,3.499190639,3.473438337,3.3902264,3.513615829,3.38110635
s_Blautia_hansenii,2.684299612,3.787986316,3.415939302,3.068530731,2.268831252,3.271941889,3.179862199,4.019908756,3.857872611,3.803129905,4.160545327,3.866755529,2.616768008,3.58122626,3.741550344,2.569837914,3.100985753,3.317525483,3.875628934,3.427383959,2.370514757,2.951794555,2.069442865,2.145432309,2.712160524,3.386937155,2.608804062,4.405364742,2.575176824,3.495470818,2.503491843,2.495507418,3.071189746,3.695222576,3.727913031,2.868371042,3.094309994,2.896826926,3.107598149,3.799305016,3.059362433,2.741306864,3.058240453,3.421843997,2.681809854,3.012289786,4.173232187,2.784978983,2.585823091,3.483528745,3.554128634,3.639832414,2.162478039,2.481071514,2.716182708,4.244561229,3.075870384,2.614199399,2.718029692,2.759465169,2.760950064,3.472306773,2.640494067,3.336579517
s_Tannerella_forsythia,3.457715254,2.761063873,3.16197024,3.470536774,3.702719036,2.968685044,3.463971453,2.398557322,2.82279151,2.636229126,1.768435407,2.749400398,3.480145137,2.903026036,2.197591775,3.239248003,3.389291826,3.196712669,2.628329422,2.766315208,3.590973123,3.591440543,3.914165645,3.607531285,3.605642886,3.103513019,3.607644608,2.223316279,3.49093389,2.781895726,3.461621374,3.587162547,3.135618929,3.048123098,3.101461989,3.513242065,3.475006034,3.492796638,3.412355988,2.827343255,3.353060854,3.603110551,3.410455657,2.752742236,3.402090766,3.654836883,2.04723401,3.391583061,3.520030136,3.487606393,3.037399313,3.199206607,3.733631385,3.817218798,3.788620103,2.867290933,3.615793091,3.634530879,3.649235638,3.699071707,3.417451087,3.19002675,3.60924982,3.136697238
s_[Ruminococcus]_torques,2.622086923,3.631115382,3.270586849,3.0340742,2.159781333,3.362626769,3.00511,3.873238128,3.449024629,3.709486828,4.030924986,3.727144239,2.432231372,3.389161965,4.117370167,2.736288693,2.957184575,3.19140087,3.57412153,3.285919096,2.300053358,2.765471209,2.041360715,2.08823796,2.534991721,3.165365378,2.332899427,4.182472383,2.399908407,3.357471303,2.481566136,2.432035712,3.270130373,3.415737271,3.665072472,2.971813384,3.095336443,3.019490656,3.41838582,3.694378268,3.36239265,2.643808499,3.105863689,3.823765993,2.665924611,2.881277656,4.118492684,2.801815375,2.903389684,3.146944557,3.368339669,3.438431709,2.517790266,2.395738242,2.35920607,3.552581732,2.823646252,2.510177663,2.870904947,2.551318491,2.923532462,3.316140173,2.581433557,3.344795339
s_Bacillus_cereus_group,2.912303654,3.425126813,3.219367317,3.014802231,2.716877552,3.184022306,3.07551769,3.748569868,3.369747235,3.683564133,4.003509681,3.41279645,3.011108324,3.480648423,3.470121019,3.162255372,3.102916877,3.208506746,3.557951253,3.348127211,2.853968087,2.994332613,2.518954577,2.932111001,2.785780277,3.23251523,2.8923378,4.016913717,2.918712291,3.392931845,2.951551772,2.906692085,3.143644825,3.318748231,3.101572511,2.848783395,2.969639678,2.913659254,2.915691074,3.126694306,2.988339104,2.841486484,2.923989341,3.240700693,3.012345754,2.927988074,4.062665729,2.878371208,2.898264388,3.043671725,3.06475045,3.066537159,2.723370595,2.694408732,2.708702309,3.622738245,2.906471109,2.814344277,2.774848897,2.883766057,2.927921521,3.23744114,2.790696074,3.155497839
s_butyrate-producing_bacterium_SS3/4,2.58615301,3.522751753,3.183225025,2.959989626,2.203843812,3.265561617,2.884136284,3.749770709,3.483645321,3.549673197,3.85910931,3.568237754,2.444006651,3.277339142,3.77585476,2.638265073,2.998806027,3.11916647,3.313696055,3.278629416,2.264501829,2.705095871,2.019565153,2.055807423,2.585575023,3.102071681,2.394806763,4.020547454,2.605996983,3.48375305,2.418743909,2.387866551,3.206165182,3.521535719,3.689187248,2.972024095,2.958487291,2.961733027,3.210433833,3.882387982,3.011231281,2.813478332,3.200025035,3.441192445,2.694515004,2.909684079,3.93451397,2.771540139,2.737574149,3.240043688,3.490738988,3.441087003,2.355916436,2.560567485,2.558859693,3.5693419,2.916504184,2.47332956,2.861490492,2.67703867,2.724455832,3.264026177,2.553614672,3.271652952
s_Blautia_obeum,2.592125104,3.617333418,3.196613632,3.009360675,2.264159559,3.329625209,2.840688224,3.831582358,3.496584407,3.688219975,3.903682473,3.606465827,2.410912099,3.160737695,3.720035408,2.481470161,2.989125062,3.087547815,3.427749408,3.296372688,2.343197304,2.758967935,2.191358138,1.955876339,2.537598859,3.071982665,2.446000002,4.130043337,2.334677409,3.320029925,2.447451123,2.320491149,3.04256677,3.410096704,3.610384726,2.753242811,2.867840364,2.832534873,3.161633389,3.526191043,2.987394989,2.693870024,3.113204133,3.359251651,2.498595839,2.890330254,3.985572539,2.645339984,2.620335719,3.06286419,3.396484864,3.448058806,2.147116753,2.387969537,2.386345965,3.561754822,2.872281324,2.426499231,2.682174991,2.617631485,2.621388277,3.367524793,2.559634328,3.190961747
s_Clostridium_botulinum,2.8425093,3.436328907,3.266813094,3.023985457,2.524280053,3.248000896,2.938686046,3.542635663,3.334775706,3.509217282,3.861201404,3.301555729,2.943965231,3.523769205,3.509582835,3.268944168,3.003167599,3.253282275,3.636643087,3.444629205,2.712839631,2.584495045,2.194331948,2.895087224,2.685148701,3.241839895,2.905832466,3.791197677,3.009333023,3.433596422,3.030410346,3.013638329,3.277335373,3.307552129,3.005482892,2.824662593,2.925399408,2.87636694,2.726295693,2.944012648,3.036589883,2.658885468,2.895579477,3.31024182,3.146509024,2.615792147,3.853676104,2.771658812,2.903295009,2.811537584,3.034391307,2.942560369,2.702270293,2.457747773,2.542887487,3.483013817,2.695359712,2.721759757,2.586876979,2.581967126,2.913942262,2.980227936,2.688938479,3.146644476
s_Adlercreutzia_equolifaciens,3.093475662,3.066137246,3.49813554,3.37466613,3.340854603,3.105049898,2.987410423,2.325429349,3.637938525,2.408805991,2.377767547,3.199176553,3.1788478,3.5948805,3.330103526,2.991705889,2.562725359,2.865776491,3.644351968,3.162557245,3.34444997,3.133857413,3.751827176,2.997778926,3.466920671,2.668410969,2.45546081,2.459083151,3.947141726,3.093197089,3.30345602,3.334713803,3.075818505,3.132987432,2.74474757,3.280693734,3.091910843,3.225283933,3.118250612,2.984510441,3.218196421,2.795073931,2.689618409,3.665211139,2.70599708,2.687508378,2.330692998,2.89937351,2.682798963,3.135278021,2.942443052,2.999429766,3.59061826,3.425910264,3.020616003,2.825463615,2.970254212,2.139064518,3.052050329,2.724046742,2.889341819,2.740721906,3.08313023,2.874106457
s_Clostridioides_difficile,2.631413899,3.506210459,3.196707949,3.025520612,2.164678362,3.246355808,3.114672202,3.732826279,3.386437632,3.604725502,3.923013699,3.44980275,2.612983197,3.479337807,3.625061651,2.903736147,3.00582859,3.076754086,3.488020665,3.233033088,2.506511092,2.695649915,1.922212628,2.426525833,2.576850867,3.04256878,2.616314827,3.944234594,2.670761811,3.298408386,2.749110128,2.684589452,3.133405828,3.359322293,3.311488665,2.753242811,2.761009499,2.700730254,2.884188726,3.412461855,2.910079311,2.6530636,2.966545668,3.252640235,2.837615847,2.659716586,3.921968461,2.671650298,2.65175062,2.889419661,3.218334372,3.170707174,2.267716596,2.276815262,2.250566409,3.496979687,2.728030094,2.466650078,2.529868152,2.514566536,2.647648719,3.098143486,2.502128608,3.030676989
